Name,PublicOrPrivate,Area/Prefecture,SchoolClass,NumStudent,NumBorrower,NumNewBorrowerH27,NumExitLendingH22toH26,NumPostponeSchoolH27_ExitLendingH22toH26,NumPostponeGeneralH27_ExitLendingH22toH26,NumReductionH27_ExitLendingH22toH26,NumPaidUpH27_ExitLendingH22toH26,NumDelayedOver1DayH27_ExitLendingH22toH26,RatioDelayedOver1DayH27_ExitLendingH22toH26,NumDelayedOver3MonthsH27_ExitLendingH22toH26,RatioDelayedOver3MonthsH27_ExitLendingH22toH26,RatioDelayedOver3MonthsH23_ExitLendingH22,RatioDelayedOver3MonthsH24_ExitLendingH23,RatioDelayedOver3MonthsH25_ExitLendingH24,RatioDelayedOver3MonthsH26_ExitLendingH25,RatioDelayedOver3MonthsH27_ExitLendingH26,NumExitLendingH26,NumDelayedOver3MonthsH27_ExitLendingH26,RatioDelayedOver3MonthsH25_ExitLendingH20toH24,RatioDelayedOver3MonthsH26_ExitLendingH21toH25,NumExitLendingH21toH25,NumDelayedOver3MonthsH26_ExitLendingH21toH25
三重中央医療センター附属三重中央看護学校,私立,三重,専修学校,243,93,28,141,11,0,0,13,4,0.028,1,0.007,0,0,0,0,0.045,22,1,0,0,145,0
三重調理専門学校,私立,三重,専修学校,67,,,30,,,,,,,,,,,,,,,,,,,
四日市医師会看護専門学校,私立,三重,専修学校,119,,,38,,,,,,,,,,,,,,,,,,,
四日市福祉専門学校,私立,三重,専修学校,32,,,1,,,,,,,,,,,,,,,,,,,
社会医療法人畿内会岡波看護専門学校,私立,三重,専修学校,61,,,13,,,,,,,,,,,,,,,,,,,
松阪看護専門学校,私立,三重,専修学校,119,25,11,67,3,0,1,7,2,0.03,0,0,0,0,0,0,0,13,0,0.012,0.027,74,2
聖十字看護専門学校,私立,三重,専修学校,127,,,46,,,,,,,,,,,,,,,,,,,
専門学校ユマニテク医療福祉大学校,私立,三重,専修学校,432,185,46,253,13,7,0,22,12,0.047,1,0.004,0,0,0.021,0.017,0,66,0,0.013,0.012,241,3
大原簿記医療観光専門学校津校,私立,三重,専修学校,88,,,1,,,,,,,,,,,,,,,,,,,
大原法律公務員専門学校津校,私立,三重,専修学校,99,,,6,,,,,,,,,,,,,,,,,,,
中部ライテクビジネス専門学校,私立,三重,専修学校,49,,,7,,,,,,,,,,,,,,,,,,,
中部水耕栽培福祉専門学校,私立,三重,専修学校,6,,,5,,,,,,,,,,,,,,,,,,,
津看護専門学校,私立,三重,専修学校,96,,,50,,,,,,,,,,,,,,,,,,,
津田情報ビジネス専門学校,私立,三重,専修学校,21,,,10,,,,,,,,,,,,,,,,,,,
津田体育専門学校,私立,三重,専修学校,37,,,34,,,,,,,,,,,,,,,,,,,
津文化服装専門学校,私立,三重,専修学校,9,,,1,,,,,,,,,,,,,,,,,,,
徳風技能専門学校,私立,三重,専修学校,2,,,2,,,,,,,,,,,,,,,,,,,
鈴鹿オフィスワーク医療福祉専門学校,私立,三重,専修学校,70,28,10,56,1,0,0,5,1,0.018,0,0,0,0,0,0,0,20,0,0,0,45,0
華頂看護専門学校,私立,滋賀,専修学校,77,,,11,,,,,,,,,,,,,,,,,,,
華頂社会福祉専門学校,私立,滋賀,専修学校,20,,,3,,,,,,,,,,,,,,,,,,,
近江時計眼鏡宝飾専門学校,私立,滋賀,専修学校,24,,,10,,,,,,,,,,,,,,,,,,,
甲賀健康医療専門学校,私立,滋賀,専修学校,215,126,57,260,17,8,2,9,20,0.077,7,0.027,0.067,0,0,0,0.013,76,1,0.044,0.033,212,7
滋賀医療技術専門学校,私立,滋賀,専修学校,249,93,32,120,6,0,2,15,4,0.033,2,0.017,0,0,0,0,0,37,0,0,0.012,82,1
滋賀県堅田看護専門学校,私立,滋賀,専修学校,139,,,29,,,,,,,,,,,,,,,,,,,
滋賀県済生会看護専門学校,私立,滋賀,専修学校,148,,,28,,,,,,,,,,,,,,,,,,,
滋賀県歯科技工士専門学校,私立,滋賀,専修学校,13,,,12,,,,,,,,,,,,,,,,,,,
草津看護専門学校,私立,滋賀,専修学校,124,,,20,,,,,,,,,,,,,,,,,,,
大津赤十字看護専門学校,私立,滋賀,専修学校,107,,,39,,,,,,,,,,,,,,,,,,,
淡海書道文化専門学校,私立,滋賀,専修学校,57,,,25,,,,,,,,,,,,,,,,,,,
（専）ＹＩＣ京都工科大学校,私立,京都,専修学校,221,71,37,195,5,6,0,14,13,0.067,6,0.031,0.08,0.021,0.043,0.053,0.026,38,1,0.046,0.037,189,7
（専）京都中央看護保健大学校,私立,京都,専修学校,331,105,31,135,21,2,0,11,5,0.037,0,0,0.037,0,0,0.036,0,34,0,0,0.009,107,1
＜専＞京都建築大学校,私立,京都,専修学校,1045,563,324,1332,238,37,12,100,123,0.092,33,0.025,0.01,0.008,0.013,0.021,0.02,249,5,0.032,0.021,1461,31
＜専＞京都伝統工芸大学校,私立,京都,専修学校,369,80,44,159,12,8,2,22,14,0.088,3,0.019,0.091,0.032,0.042,0.027,0.022,45,1,0.064,0.027,150,4
ＹＩＣ京都ビューティ専門学校,私立,京都,専修学校,145,55,38,105,1,3,0,9,8,0.076,3,0.029,0,0.056,0,0.04,0.048,21,1,0.017,0.036,84,3
ＹＩＣ京都ペット総合専門学校,私立,京都,専修学校,195,88,50,52,2,0,0,1,5,0.096,2,0.038,,,,0,0.031,32,1,,0,20,0
アミューズ美容専門学校,私立,京都,専修学校,98,31,23,107,1,3,0,12,12,0.112,4,0.037,0,0.034,0.042,0,0,18,0,0.046,0.046,109,5
キャリエールホテル旅行専門学校,私立,京都,専修学校,414,204,109,389,11,10,4,25,24,0.062,6,0.015,0,0.014,0.028,0,0.01,101,1,0.013,0.012,342,4
ディーズファッション専門学校,私立,京都,専修学校,112,48,28,149,10,1,1,7,15,0.101,5,0.034,0.036,0.032,0,0.032,0,36,0,0.03,0.007,138,1
京都ＩＴ会計法律専門学校,私立,京都,専修学校,353,135,95,312,17,19,0,13,24,0.077,5,0.016,0.017,0,0.061,0.017,0.011,87,1,0.048,0.018,279,5
京都ＹＭＣＡ国際福祉専門学校,私立,京都,専修学校,43,,,10,,,,,,,,,,,,,,,,,,,
京都コンピュータ学院鴨川校,私立,京都,専修学校,112,28,9,55,2,0,0,3,2,0.036,1,0.018,0,0,0,0,0.059,17,1,0,0,44,0
京都コンピュータ学院京都駅前校,私立,京都,専修学校,1022,234,77,376,35,26,6,30,19,0.051,6,0.016,0,0.055,0.026,0.022,0.019,107,2,0.049,0.021,326,7
京都コンピュータ学院洛北校,私立,京都,専修学校,67,,,31,,,,,,,,,,,,,,,,,,,
京都バレエ専門学校,私立,京都,専修学校,34,,,24,,,,,,,,,,,,,,,,,,,
京都ピアノ技術専門学校,私立,京都,専修学校,35,,,49,,,,,,,,,,,,,,,,,,,
京都医健専門学校,私立,京都,専修学校,1403,637,230,937,73,15,4,97,63,0.067,17,0.018,0.019,0.006,0.023,0.029,0.022,232,5,0.021,0.02,871,17
京都医療センター附属京都看護助産学校,私立,京都,専修学校,275,79,38,189,6,0,1,36,3,0.016,1,0.005,0,0,0,0,0,30,0,0.005,0.005,187,1
京都医療福祉専門学校,私立,京都,専修学校,220,62,33,84,2,6,0,8,10,0.119,2,0.024,0,0,0.053,0.043,0.033,30,1,0.018,0.048,62,3
京都栄養医療専門学校,私立,京都,専修学校,587,258,117,473,27,9,2,36,21,0.044,2,0.004,0,0.012,0.019,0.01,0.017,121,2,0.01,0.012,428,5
京都外国語専門学校,私立,京都,専修学校,312,122,64,260,84,8,1,16,17,0.065,12,0.046,0,0.024,0.04,0.036,0.053,75,4,0.026,0.022,223,5
京都桂看護専門学校,私立,京都,専修学校,117,,,39,,,,,,,,,,,,,,,,,,,
京都芸術デザイン専門学校,私立,京都,専修学校,385,158,67,355,13,15,2,21,22,0.062,6,0.017,0.023,0,0,0.012,0.025,81,2,0.013,0.021,329,7
京都建築専門学校,私立,京都,専修学校,126,27,10,82,2,1,2,4,9,0.11,6,0.073,0.056,0,0.059,0.063,0.083,12,1,0.037,0.034,87,3
京都歯科医療技術専門学校,私立,京都,専修学校,186,81,36,130,7,1,1,16,7,0.054,1,0.008,0.032,0,0,0,0,35,0,0,0.018,109,2
京都自動車専門学校,私立,京都,専修学校,32,,,28,,,,,,,,,,,,,,,,,,,
京都製菓技術専門学校,私立,京都,専修学校,316,120,69,249,1,7,0,24,19,0.076,4,0.016,0.03,0.083,0,0,0.014,72,1,0.045,0.031,196,6
京都川上服飾専門学校,私立,京都,専修学校,46,,,1,,,,,,,,,,,,,,,,,,,
京都第一赤十字看護専門学校,私立,京都,専修学校,124,48,9,77,5,0,0,4,1,0.013,0,0,0,0.067,0.059,0,0,16,0,0.046,0,70,0
京都第二赤十字看護専門学校,私立,京都,専修学校,106,36,14,73,7,0,0,7,2,0.027,1,0.014,0,0,0,0,0,14,0,0.016,0,68,0
京都調理師専門学校,私立,京都,専修学校,316,99,63,199,7,3,0,11,22,0.111,3,0.015,0.04,0,0,0,0,60,0,0.008,0.025,161,4
京都動物専門学校,私立,京都,専修学校,126,64,28,164,2,1,0,11,19,0.116,5,0.03,0.034,0,0,0.029,0.025,40,1,0.023,0.021,143,3
京都美容専門学校,私立,京都,専修学校,136,61,36,147,0,3,0,6,16,0.109,7,0.048,0.067,0,0.03,0.036,0.027,37,1,0.008,0.015,130,2
京都府医師会看護専門学校,私立,京都,専修学校,415,109,59,173,7,3,1,8,15,0.087,4,0.023,0,0,0,0.019,0.019,52,1,0,0.008,130,1
京都福祉専門学校,私立,京都,専修学校,61,21,12,101,2,6,1,6,11,0.109,6,0.059,0,0,0,0.034,0,26,0,0.036,0.029,102,3
京都仏眼医療専門学校,私立,京都,専修学校,103,50,12,116,5,2,2,12,10,0.086,3,0.026,0.1,0.118,0,0.1,0,23,0,0.032,0.043,93,4
京都仏眼鍼灸理療専門学校,私立,京都,専修学校,168,57,22,89,5,2,0,7,6,0.067,0,0,0,0,0.05,0,0,27,0,0.031,0,62,0
京都文化医療専門学校,私立,京都,専修学校,172,,,5,,,,,,,,,,,,,,,,,,,
京都保育福祉専門学院,私立,京都,専修学校,115,48,26,105,3,3,0,8,13,0.124,2,0.019,0.043,0.048,0.037,0,0.05,20,1,0.048,0.027,111,3
京都保健衛生専門学校,私立,京都,専修学校,386,186,71,324,36,5,0,32,16,0.049,3,0.009,0.034,0.052,0,0,0.013,79,1,0.019,0.023,303,7
京都理容美容専修学校,私立,京都,専修学校,370,195,105,413,4,12,0,27,38,0.092,12,0.029,0,0.035,0.052,0.049,0.031,98,3,0.031,0.034,388,13
近畿高等看護専門学校,私立,京都,専修学校,108,,,43,,,,,,,,,,,,,,,,,,,
専門学校日産京都自動車大学校,私立,京都,専修学校,571,283,137,579,17,9,3,43,28,0.048,5,0.009,0.008,0,0,0.039,0.01,101,1,0.016,0.028,597,17
大原スポーツ＆メディカル専門学校京都校,私立,京都,専修学校,171,56,25,189,4,4,1,9,11,0.058,3,0.016,0,0,0.044,0.018,0.037,27,1,0.037,0.012,163,2
大原簿記法律専門学校京都校,私立,京都,専修学校,547,175,104,454,45,15,3,21,41,0.09,8,0.018,0.014,0.024,0,0.012,0.008,126,1,0.014,0.013,389,5
日本バプテスト看護専門学校,私立,京都,専修学校,70,,,35,,,,,,,,,,,,,,,,,,,
舞鶴医療センター附属看護学校,私立,京都,専修学校,118,56,22,92,3,0,0,3,3,0.033,1,0.011,0,0,0,0,0.071,14,1,0.009,0.011,95,1
洛和会京都厚生学校,私立,京都,専修学校,284,49,21,93,7,0,0,9,3,0.032,1,0.011,0.059,0.091,0,0,0,18,0,0.07,0.019,104,2
裏千家学園茶道専門学校,私立,京都,専修学校,33,,,8,,,,,,,,,,,,,,,,,,,
ＥＣＣアーティスト美容専門学校,私立,大阪,専修学校,504,269,174,406,15,9,4,40,34,0.084,14,0.034,0.067,0.048,0.035,0.024,0.057,88,5,0.019,0.021,384,8
ＥＣＣコンピュータ専門学校,私立,大阪,専修学校,897,514,180,786,27,36,4,64,71,0.09,30,0.038,0.034,0.028,0.069,0.048,0.059,185,11,0.036,0.049,709,35
ＥＣＣ国際外語専門学校,私立,大阪,専修学校,871,380,193,605,122,24,2,49,45,0.074,13,0.021,0.021,0.032,0.034,0.036,0.027,187,5,0.029,0.03,505,15
ＨＡＬ大阪,私立,大阪,専修学校,1476,829,251,1415,67,75,6,134,133,0.094,61,0.043,0.036,0.043,0.028,0.029,0.045,331,15,0.042,0.032,1353,43
なにわ歯科衛生専門学校,私立,大阪,専修学校,330,193,74,155,5,7,0,21,8,0.052,0,0,0,0,0,0,0,38,0,0,0.008,132,1
アイム・キンキ理容美容専門学校,私立,大阪,専修学校,1,,,1,,,,,,,,,,,,,,,,,,,
キャットミュージックカレッジ専門学校,私立,大阪,専修学校,324,182,102,478,9,14,3,50,47,0.098,16,0.033,0.009,0.01,0.023,0.076,0,108,0,0.034,0.032,497,16
グラムール美容専門学校,私立,大阪,専修学校,691,403,208,830,17,38,5,61,96,0.116,30,0.036,0.044,0.046,0.032,0.033,0.043,208,9,0.033,0.038,766,29
ビジュアルアーツ専門学校,私立,大阪,専修学校,754,407,215,1172,15,49,3,76,98,0.084,40,0.034,0.032,0.029,0.04,0.03,0.031,260,8,0.035,0.034,1110,38
ピーエル学園衛生看護専門学校,私立,大阪,専修学校,86,48,17,58,2,0,0,6,5,0.086,3,0.052,0,0,0.111,0.063,0,18,0,0.043,0.068,44,3
ベルエベルビューティコミュニケーション専門学校,私立,大阪,専修学校,345,212,105,407,2,10,0,30,59,0.145,17,0.042,,0.056,0.033,0.017,0.041,148,6,0.043,0.039,259,10
ベルランド看護助産専門学校,私立,大阪,専修学校,259,119,49,204,13,0,0,15,8,0.039,2,0.01,0.026,0,0.023,0,0,47,0,0.019,0.005,182,1
ホスピタリティツーリズム専門学校大阪,私立,大阪,専修学校,686,327,148,740,29,23,6,58,57,0.077,18,0.024,0.024,0.023,0.03,0.02,0.018,169,3,0.03,0.027,735,20
ホンダテクニカルカレッジ関西,私立,大阪,専修学校,498,193,73,542,8,8,1,54,45,0.083,24,0.044,0.035,0.008,0.017,0.026,0.01,97,1,0.035,0.038,560,21
マロニエファッションデザイン専門学校,私立,大阪,専修学校,160,93,35,106,6,6,1,10,13,0.123,3,0.028,0,0.048,0.1,0.063,0,25,0,0.053,0.028,106,3
ミスパリエステティック専門学校,私立,大阪,専修学校,198,71,42,188,7,5,0,18,22,0.117,8,0.043,0,0.043,0.029,0.034,0.051,59,3,0.013,0.03,135,4
メディカルエステ専門学校,私立,大阪,専修学校,34,16,6,92,1,6,0,11,13,0.141,1,0.011,0,0.111,0.042,0.067,0,17,0,0.028,0.031,98,3
ユービック情報専門学校,私立,大阪,専修学校,47,19,12,73,0,3,0,9,11,0.151,3,0.041,0.143,0,0.063,0.071,0,7,0,0.084,0.06,84,5
ル・トーア東亜美容専門学校,私立,大阪,専修学校,494,265,160,589,12,20,1,40,85,0.144,21,0.036,0.047,0.041,0.038,0.053,0.049,123,6,0.057,0.053,587,31
ヴェールルージュ美容専門学校,私立,大阪,専修学校,354,199,106,405,6,7,0,38,46,0.114,9,0.022,0.081,0.064,0.038,0.056,0.017,115,2,0.042,0.05,377,19
愛仁会看護助産専門学校,私立,大阪,専修学校,267,75,27,82,5,2,0,5,1,0.012,0,0,0,0,0,0,0,20,0,0,0.013,76,1
医療法人錦秀会看護専門学校,私立,大阪,専修学校,127,,,26,,,,,,,,,,,,,,,,,,,
河崎会看護専門学校,私立,大阪,専修学校,234,85,33,111,9,1,0,6,9,0.081,1,0.009,0,0,0,0,0.038,26,1,0.01,0,100,0
学校法人近畿医療学園近畿医療専門学校,私立,大阪,専修学校,243,151,62,347,39,19,4,24,42,0.121,18,0.052,0,0.104,0.047,0.157,0.063,80,5,0.047,0.081,271,22
関西テレビ電気専門学校,私立,大阪,専修学校,14,,,14,,,,,,,,,,,,,,,,,,,
関西ビューティプロ専門学校,私立,大阪,専修学校,306,157,82,264,4,5,1,27,18,0.068,5,0.019,0,0.043,0.036,0,0.023,86,2,0.018,0.01,205,2
関西医科専門学校,私立,大阪,専修学校,251,99,41,189,29,9,0,16,14,0.074,6,0.032,0,0.024,0.043,0.034,0.051,39,2,0.021,0.025,202,5
関西医科大学附属看護専門学校,私立,大阪,専修学校,241,37,15,115,5,1,0,6,2,0.017,1,0.009,0,0,0.042,0,0,35,0,0.021,0.01,101,1
関西医療学園専門学校,私立,大阪,専修学校,589,302,132,565,66,16,7,48,32,0.057,8,0.014,0.061,0.01,0.009,0,0.008,133,1,0.017,0.017,532,9
関西外語専門学校,私立,大阪,専修学校,68,,,33,,,,,,,,,,,,,,,,,,,
関西看護専門学校,私立,大阪,専修学校,291,74,18,166,3,2,1,11,15,0.09,5,0.03,0.032,0.057,0.034,0,0,22,0,0.041,0.039,180,7
関西経理専門学校,私立,大阪,専修学校,70,,,33,,,,,,,,,,,,,,,,,,,
関西健康・製菓専門学校,私立,大阪,専修学校,25,,,47,,,,,,,,,,,,,,,,,,,
関西社会福祉専門学校,私立,大阪,専修学校,52,,,41,,,,,,,,,,,,,,,,,,,
関西情報工学院専門学校,私立,大阪,専修学校,10,,,4,,,,,,,,,,,,,,,,,,,
関西美容専門学校,私立,大阪,専修学校,552,312,162,722,6,25,3,60,117,0.162,33,0.046,0.074,0.065,0.057,0.03,0.055,163,9,0.039,0.032,687,22
岸和田市医師会看護専門学校,私立,大阪,専修学校,101,38,15,77,1,1,1,5,7,0.091,1,0.013,0.071,0,0,0,0,21,0,0.027,0.015,68,1
久米田看護専門学校,私立,大阪,専修学校,128,55,21,77,7,1,0,10,7,0.091,0,0,0.167,0,0,0,0,13,0,0.016,0.014,69,1
近畿コンピュータ電子専門学校,私立,大阪,専修学校,280,155,62,328,17,19,0,32,25,0.076,8,0.024,0.056,0.024,0.042,0.041,0.012,83,1,0.038,0.042,289,12
近畿リハビリテーション学院,私立,大阪,専修学校,185,94,37,151,17,6,0,11,13,0.086,6,0.04,0.1,0.037,0,0.114,0.049,41,2,0,0.062,113,7
近畿社会福祉専門学校,私立,大阪,専修学校,53,,,43,,,,,,,,,,,,,,,,,,,
近畿測量専門学校,私立,大阪,専修学校,75,,,40,,,,,,,,,,,,,,,,,,,
近畿大学附属看護専門学校,私立,大阪,専修学校,391,139,66,266,10,3,0,30,11,0.041,1,0.004,0,0,0,0,0.02,49,1,0.009,0,253,0
桂ｍａｋｅ－ｕｐデザイン専門学校,私立,大阪,専修学校,39,24,17,84,0,2,0,10,12,0.143,2,0.024,0,0.056,0.125,0.1,0,10,0,0.043,0.033,90,3
行岡医学技術専門学校,私立,大阪,専修学校,374,166,68,207,12,3,0,20,13,0.063,2,0.01,0,0,0,0.036,0,56,0,0,0.022,184,4
香里ヶ丘看護専門学校,私立,大阪,専修学校,235,110,41,167,16,7,0,9,9,0.054,2,0.012,0,0,0.028,0.047,0,34,0,0.022,0.025,157,4
高津理容美容専門学校,私立,大阪,専修学校,625,304,185,909,9,24,3,66,92,0.101,25,0.028,0.011,0.019,0.01,0.036,0.035,199,7,0.032,0.034,893,30
高槻市医師会看護専門学校,私立,大阪,専修学校,105,,,14,,,,,,,,,,,,,,,,,,,
鴻池生活科学専門学校,私立,大阪,専修学校,35,,,16,,,,,,,,,,,,,,,,,,,
国際東洋医療学院,私立,大阪,専修学校,300,169,48,215,21,9,2,16,16,0.074,3,0.014,0.048,0.048,0.036,0.023,0,33,0,0.021,0.019,209,4
阪奈中央リハビリテーション専門学校,私立,大阪,専修学校,178,111,52,182,12,1,0,36,13,0.071,2,0.011,0.061,0,0,0.056,0,45,0,0.019,0.024,165,4
阪和鳳自動車工業専門学校,私立,大阪,専修学校,171,74,42,145,6,2,0,12,11,0.076,2,0.014,0,0.056,0.056,0.034,0,36,0,0.028,0.032,125,4
堺看護専門学校,私立,大阪,専修学校,230,99,39,132,12,3,0,13,5,0.038,0,0,0,0,0,0.045,0,33,0,0.012,0.026,116,3
堺歯科衛生士専門学校,私立,大阪,専修学校,116,57,21,82,2,1,0,6,4,0.049,0,0,0,0,0,0,0,24,0,0.022,0.017,60,1
四条畷看護専門学校,私立,大阪,専修学校,79,,,33,,,,,,,,,,,,,,,,,,,
修成建設専門学校,私立,大阪,専修学校,748,276,165,400,40,5,0,24,50,0.125,20,0.05,0.063,0.02,0.045,0.042,0.071,126,9,0.036,0.048,351,17
駿台観光＆外語ビジネス専門学校,私立,大阪,専修学校,546,321,181,725,21,23,0,43,50,0.069,14,0.019,0.034,0.025,0.036,0.019,0.019,162,3,0.038,0.023,705,16
小阪病院看護専門学校,私立,大阪,専修学校,128,47,22,73,5,0,0,5,2,0.027,1,0.014,0,0,0,0,0,19,0,0.027,0.028,71,2
小出美容専門学校,私立,大阪,専修学校,96,44,21,295,1,12,2,28,36,0.122,8,0.027,0.043,0.017,0.041,0.019,0.045,44,2,0.046,0.016,310,5
小出美容専門学校大阪校,私立,大阪,専修学校,30,,,11,,,,,,,,,,,,,,,,,,,
松下看護専門学校,私立,大阪,専修学校,125,,,33,,,,,,,,,,,,,,,,,,,
上田安子服飾専門学校,私立,大阪,専修学校,821,389,146,762,13,19,1,51,78,0.102,24,0.031,0.025,0.029,0.038,0.043,0.03,164,5,0.049,0.035,745,26
新大阪歯科衛生士専門学校,私立,大阪,専修学校,353,172,61,320,20,7,2,34,18,0.056,5,0.016,0,0,0.027,0.015,0,60,0,0.025,0.013,307,4
新大阪歯科技工士専門学校,私立,大阪,専修学校,256,133,58,362,12,12,3,35,22,0.061,5,0.014,0.046,0,0.012,0,0.028,71,2,0.012,0.014,346,5
森ノ宮医療学園専門学校,私立,大阪,専修学校,572,290,109,722,47,39,3,52,53,0.073,17,0.024,0.008,0.027,0.043,0.039,0.032,154,5,0.023,0.019,671,13
清恵会医療専門学院,私立,大阪,専修学校,236,76,29,143,8,2,1,14,9,0.063,1,0.007,0,0.083,0,0.033,0,38,0,0.008,0.029,137,4
清恵会第二医療専門学院,私立,大阪,専修学校,279,177,64,203,11,1,0,33,10,0.049,2,0.01,0,0.054,0.02,0,0.034,29,1,0.03,0.01,202,2
清風情報工科学院,私立,大阪,専修学校,171,76,30,79,5,3,0,9,10,0.127,4,0.051,0.118,0,0,0.087,0.1,20,2,0.075,0.066,76,5
専門学校ＥＳＰエンタテインメント,私立,大阪,専修学校,735,314,199,870,23,29,1,57,100,0.115,34,0.039,0.081,0.048,0.038,0.006,0.028,214,6,0.047,0.034,765,26
専門学校ヒコ・みづのジュエリーカレッジ大阪,私立,大阪,専修学校,100,42,21,149,5,7,2,13,5,0.034,5,0.034,0.033,0.071,0.036,0.031,0.032,31,1,0.065,0.058,137,8
泉佐野泉南医師会看護専門学校,私立,大阪,専修学校,127,,,45,,,,,,,,,,,,,,,,,,,
泉州看護専門学校,私立,大阪,専修学校,120,42,16,84,4,3,0,7,3,0.036,0,0,0,0.067,0,0,0,21,0,0.011,0,85,0
浅香山病院看護専門学校,私立,大阪,専修学校,95,,,40,,,,,,,,,,,,,,,,,,,
創造社デザイン専門学校,私立,大阪,専修学校,176,47,23,220,8,10,2,22,14,0.064,1,0.005,0.048,0.086,0.083,0.047,0,51,0,0.039,0.048,208,10
太成学院大学歯科衛生専門学校,私立,大阪,専修学校,124,58,24,144,8,3,0,17,9,0.063,0,0,0,0,0.036,0.024,0,31,0,0.008,0.007,137,1
大原こども保育＆スポーツ専門学校大阪校,私立,大阪,専修学校,82,34,17,89,7,4,2,2,11,0.124,3,0.034,0,0,0,0.111,0,17,0,0.024,0.036,110,4
大原スポーツ＆メディカルヘルス専門学校難波校,私立,大阪,専修学校,232,115,61,262,19,8,3,21,24,0.092,6,0.023,0.128,0,0.039,0.037,0.027,73,2,0.044,0.047,191,9
大原医療歯科専門学校大阪校,私立,大阪,専修学校,44,,,24,,,,,,,,,,,,,,,,,,,
大原医療福祉製菓専門学校梅田校,私立,大阪,専修学校,92,39,18,161,8,5,1,7,10,0.062,2,0.012,0,0.033,0.03,0.034,0,33,0,0.024,0.025,160,4
大原外語観光＆ブライダルビューティー専門学校,私立,大阪,専修学校,74,,,46,,,,,,,,,,,,,,,,,,,
大原情報デザインアート専門学校,私立,大阪,専修学校,415,70,38,190,11,6,1,9,15,0.079,4,0.021,0.056,0,0.021,0.023,0.029,35,1,0.012,0.011,189,2
大原簿記専門学校大阪校,私立,大阪,専修学校,282,46,21,201,32,9,0,10,13,0.065,4,0.02,0.043,0.049,0,0.025,0,38,0,0.05,0.043,186,8
大原簿記法律専門学校難波校,私立,大阪,専修学校,614,314,177,802,65,31,2,57,77,0.096,27,0.034,0.092,0.043,0.051,0.018,0.04,198,8,0.063,0.037,736,27
大原簿記法律専門学校梅田校,私立,大阪,専修学校,207,98,55,218,9,3,0,15,19,0.087,3,0.014,0,0.057,0.02,0.019,0.02,49,1,0.022,0.014,212,3
大原法律公務員専門学校大阪校,私立,大阪,専修学校,278,132,73,296,19,4,2,22,24,0.081,4,0.014,0.043,0,0.034,0.025,0,60,0,0.022,0.025,277,7
大阪ＥＣＯ動物海洋専門学校,私立,大阪,専修学校,934,456,238,244,16,4,1,14,22,0.09,10,0.041,,,,0,0.041,242,10,,0,2,0
大阪ＩＴ会計専門学校,私立,大阪,専修学校,200,78,39,305,11,8,0,25,22,0.072,6,0.02,0,0.016,0.014,0,0,57,0,0.023,0.013,311,4
大阪ＩＴ会計専門学校天王寺校,私立,大阪,専修学校,142,86,60,203,18,7,1,17,14,0.069,4,0.02,0.081,0.041,0.047,0.021,0,27,0,0.041,0.047,213,10
大阪ＹＭＣＡ国際専門学校,私立,大阪,専修学校,9,,,10,,,,,,,,,,,,,,,,,,,
大阪こども専門学校,私立,大阪,専修学校,779,500,235,372,25,15,1,30,45,0.121,20,0.054,0,0.051,0.082,0.065,0.054,148,8,0.095,0.079,252,20
大阪アニメーションカレッジ専門学校,私立,大阪,専修学校,339,175,108,377,5,15,1,22,29,0.077,8,0.021,0.015,0.014,0.025,0,0.048,84,4,0.017,0.008,380,3
大阪アニメーションスクール専門学校,私立,大阪,専修学校,338,177,100,214,11,16,0,12,18,0.084,9,0.042,,,0,0.039,0.031,127,4,0,0.057,87,5
大阪ウェディング＆ブライダル専門学校,私立,大阪,専修学校,392,229,115,145,6,2,0,12,13,0.09,6,0.041,,,0.059,0.031,0.047,64,3,0.059,0.037,81,3
大阪エンタテインメントデザイン専門学校,私立,大阪,専修学校,37,,,1,,,,,,,,,,,,,,,,,,,
大阪コミュニケーションアート専門学校,私立,大阪,専修学校,682,372,134,1559,41,67,11,139,132,0.085,36,0.023,0.037,0.032,0.014,0.02,0.013,158,2,0.029,0.023,1726,40
大阪コミュニティワーカー専門学校,私立,大阪,専修学校,23,,,8,,,,,,,,,,,,,,,,,,,
大阪コンピュータ専門学校,私立,大阪,専修学校,18,,,18,,,,,,,,,,,,,,,,,,,
大阪スクールオブミュージック専門学校,私立,大阪,専修学校,709,401,224,1025,46,73,11,83,107,0.104,39,0.038,0.071,0.081,0.072,0.067,0.027,222,6,0.061,0.062,1007,62
大阪ダンス＆アクターズ専門学校,私立,大阪,専修学校,408,238,126,640,19,33,6,55,69,0.108,25,0.039,0.064,0.083,0.038,0.038,0.037,136,5,0.068,0.04,601,24
大阪デザイナー専門学校,私立,大阪,専修学校,757,439,229,1088,19,55,8,79,97,0.089,17,0.016,0.029,0.03,0.058,0.021,0.019,216,4,0.04,0.029,1094,32
大阪ハイテクノロジー専門学校,私立,大阪,専修学校,899,527,224,905,59,40,3,79,76,0.084,27,0.03,0.035,0.054,0.026,0.03,0.025,203,5,0.046,0.031,865,27
大阪バイオメディカル専門学校,私立,大阪,専修学校,386,207,85,295,19,11,2,19,15,0.051,4,0.014,0,0.04,0,0,0.021,94,2,0.006,0.013,235,3
